�ܺ�t	nr
淋病双球菌感染 nd
过敏 nd
乳腺纤维腺瘤 nd
乳腺囊性腺纤维瘤 nd
乳腺黏液纤维腺瘤 nd
乳腺腺瘤 nd
肾错构瘤 nd
肾血管肌脂肪瘤 nd
肾血管平滑肌脂肪瘤 nd
小儿脑瘫 nd
小儿脑性瘫痪 nd
儿童脑瘫 nd
小儿大脑性瘫痪 nd
小儿脑性麻痹 nd
呕吐 nd
交感神经型颈椎病 nd
体温过低 nd
盆腔淤血综合征 nd
慢性盆腔被动性淤血综合症 nd
盆腔淤血 nd
卵巢静脉综合征 nd
痛风性关节炎 nd
尿酸性关节炎 nd
呃逆症 nd
白发症 nd
白发 nd
须发早白 nd
少白头 nd
外阴癌 nd
老年人低血糖症 nd
晒伤 nd
日光性皮炎 nd
贲门癌 nd
乳房湿疹 nd
冠状动脉粥样硬化性心脏病 nd
冠心病 nd
冠状动脉硬化性心脏病 nd
缺血性心脏病 nd
膀胱肿瘤 nd
内热 nd
血栓形成 nd
血栓症 nd
产褥感染 nd
妊高征 nd
妊娠高血压综合征 nd
妊娠合并原发性高血压 nd
妊娠高血压 nd
烧伤 nd
腹膜炎 nd
嗜铬细胞瘤 nd
副神经节瘤 nd
肾上腺髓质瘤 nd
嗜铬母细胞瘤 nd
食管裂孔疝 nd
裂孔疝 nd
短暂性脑缺血发作 nd
尿崩症 nd
肾性尿崩症 nd
大肠息肉 nd
白淫 nd
宫颈外翻 nd
子宫颈外翻 nd
念珠菌病 nd
假丝酵母病 nd
鼾症 nd
睡眠呼吸紊乱 nd
睡眠呼吸暂停综合症 nd
SAS nd
阴道壁息肉 nd
性早熟 nd
性机能发育过早 nd
窦性心律失常 nd
窦性心律不齐 nd
迷走神经性心律失常 nd
青年期心律失常 nd
肺大泡 nd
肺大疱 nd
急性荨麻疹 nd
乳头溢液 nd
椎动脉型颈椎病 nd
上行性颈椎病 nd
头皮糠疹 nd
干性糠疹 nd
头皮单纯糠疹 nd
头皮屑 nd
支原体尿路感染 nd
支原体泌尿道感染 nd
视神经炎 nd
视盘炎 nd
球后视神经炎 nd
恐怖症 nd
恐惧症 nd
急性化脓性中耳炎 nd
中耳炎 nd
多毛症 nd
高雄激素血症 nd
毛发过多 nd
急性肾功能衰竭 nd
急性肾衰 nd
肾衰 nd
急性肾功能不全 nd
特发性血小板减少性紫癜 nd
免疫性血小板减少性紫癜 nd
自身免疫性血小板减少性紫癜 nd
神经性厌食症 nd
精神性厌食症 nd
疑病症 nd
疑病性神经症 nd
口角炎 nd
传染性口角炎 nd
口角唇炎 nd
马嚼子疮 nd
腹股沟斜疝 nd
疝气 nd
大叶性肺炎 nd
肺热症 nd
前庭大腺炎 nd
巴多林腺炎 nd
褥疮 nd
压迫性溃疡 nd
甲型肝炎 nd
甲肝 nd
甲型病毒性肝炎 nd
疖 nd
毛囊炎 nd
性高潮障碍 nd
幼儿急疹 nd
小儿猝发疹 nd
婴儿玫瑰疹 nd
第六病 nd
第四病 nd
第四种病 nd
杜克病 nd
杜克斯病 nd
副猩红热 nd
性心理障碍 nd
性变态 nd
性倒错 nd
性欲错乱症 nd
结节性红斑 nd
角膜炎 nd
原发性高血压 nd
特发性高血压 nd
原发性高血压病 nd
萎缩性鼻炎 nd
臭鼻症 nd
鼻槁 nd
蜘蛛痣 nd
动脉性蜘蛛痣 nd
动脉性痣 nd
蜘蛛状毛细血管扩张症 nd
蛛状痣 nd
绝经 nd
经闭 nd
布氏杆菌病 nd
波状热 nd
脚癣 nd
香港脚 nd
足癣 nd
紧张性头痛 nd
紧张型头痛 nd
肌收缩性头痛 nd
精神肌源性头痛 nd
异位性皮炎 nd
异位性湿疹 nd
遗传过敏性皮炎 nd
四弯风 nd
上消化道出血 nd
性病性淋巴肉芽肿 nd
第四性病 nd
小儿呕吐 nd
死精症 nd
鼻咽炎 nd
心包积液 nd
慢性特发性心包积液症 nd
睾丸癌 nd
病毒性支气管炎 nd
血吸虫病 nd
血小板减少性紫癜 nd
输精管堵塞 nd
鼓膜穿孔 nd
耳膜穿孔 nd
老年性耳聋 nd
真性红细胞增多症 nd
小儿缺铁性贫血 nd
小儿低铁性贫血 nd
小儿营养性低色素性贫血 nd
小儿营养性小细胞低色素性贫血 nd
小儿抽动症 nd
儿童抽动症 nd
小儿抽动综合征 nd
小儿短暂性抽动障碍 nd
小儿习惯性痉挛综合征 nd
脊髓型颈椎病 nd
鳞状细胞癌 nd
皮样癌 nd
脾虚泄泻 nd
色盲 nd
色弱 nd
道尔顿症 nd
色觉障碍 nd
先天性色觉障碍 nd
视赤如白 nd
小儿尿路感染 nd
小儿非特异性细菌的尿路感染 nd
单纯疱疹病毒性角膜炎 nd
乳房纤维腺瘤 nd
乳癖 nd
肝硬化男性性功能减弱综合... nd
内分泌缺乏-肝硬变综合征 nd
Silvestrini-corda综合征 nd
中气不足 nd
慢性咳嗽 nd
声带息肉 nd
鸭公喉 nd
肝性脑病 nd
肝脑变性综合征 nd
肝昏迷 nd
门体脑病 nd
口蹄疫 nd
口疮热 nd
口蹄病 nd
消化道出血 nd
高脂血症 nd
高脂血 nd
血脂过多 nd
骨髓炎 nd
肾精亏虚 nd
急性盆腔炎 nd
产后抑郁症 nd
产后精神抑郁 nd
产褥期抑郁症 nd
肾虚耳鸣 nd
毒蛇咬伤 nd
单纯性疱疹 nd
热疮 nd
无精症 nd
吸入性肺炎 nd
骨肉瘤 nd
成骨肉瘤 nd
骨源性肉瘤 nd
原发恶性梭形细胞肿瘤 nd
激素依赖性皮炎 nd
克兰费尔特综合征 nd
先天性曲精管发育不全综合征 nd
小睾丸症 nd
先天性睾丸发育不全综合征 nd
克氏征 nd
XXY综合征 nd
情感障碍 nd
心境障碍 nd
情感性精神障碍 nd
汗疱症 nd
出汗不良 nd
出汗障碍 nd
汗疱疹 nd
小儿腹泻病 nd
婴幼儿腹泻 nd
鲍温样丘疹病 nd
小儿麻痹症 nd
脊髓灰质炎 nd
流性行脊髓灰质炎 nd
脊灰 nd
眶上神经痛 nd
急性膀胱炎 nd
扁平足 nd
髌骨骨折 nd
膝盖损断 nd
疱疹样湿疹 nd
湿疹 nd
Kaposi水痘样疹 nd
种痘性湿疹 nd
柯萨奇湿疹 nd
慢性喉炎 nd
紫癜性肾炎 nd
过敏紫癜性肾炎 nd
面肌痉挛 nd
面肌抽搐 nd
偏侧面肌痉挛症 nd
暑湿感冒 nd
夏季感冒 nd
皮肌炎 nd
羊水过少 nd
先天性巨结肠 nd
阴茎硬结症 nd
晕厥 nd
错腋 nd
二尖瓣关闭不全 nd
肝损伤 nd
恋物癖 nd
病毒性咽炎 nd
格林－巴利综合征 nd
急性炎症性脱髓鞘性多发性神经根炎 nd
Guillain－Barre综合征 nd
慢性肾盂肾炎 nd
肾盂肾炎 nd
肾著 nd
肾着 nd
儿童孤独症 nd
儿童孤独性障碍 nd
儿童自闭症 nd
乳头皲裂 nd
乳癣 nd
乳头风 nd
单纯糠疹 nd
白色糠疹 nd
虫斑 nd
梨状肌综合征 nd
多囊肾 nd
囊胞肾 nd
肾脏良性多房性囊瘤 nd
克罗恩病 nd
Crohn病 nd
克隆病 nd
节段性肠炎 nd
厌氧菌感染 nd
阿斯伯格综合症 nd
Asperger综合症 nd
阿思伯格综合症 nd
艾斯伯格综合症 nd
维生素D缺乏性佝偻病 nd
佝偻病 nd
维生素D缺乏病 nd
脚气病 nd
维生素B1缺乏病 nd
硫胺素缺乏病 nd
脑膜瘤 nd
脑脊膜瘤 nd
硬脑脊膜肉瘤 nd
硬脑膜肉瘤 nd
肋软骨炎 nd
白细胞减少症和粒细胞缺乏... nd
白喉 nd
卵巢肿瘤 nd
多发性硬化 nd
多发性硬化症 nd
轴周性硬化性脑炎 nd
妄想症 nd
妄想性障碍 nd
小儿便秘 nd
老年人骨质疏松 nd
老年骨质疏松症 nd
老年人骨质疏松症 nd
淋病合并症前列腺炎 nd
糜烂型脚气 nd
脚趾脚气 nd
念珠菌性龟头炎 nd
念珠菌性包皮龟头炎 nd
偏执性精神障碍 nd
小儿肠套叠 nd
儿童肠套叠 nd
大便失禁 nd
肛门失禁 nd
皮肤念珠菌病 nd
念珠菌病 nd
慢性乙肝 nd
慢性乙型肝炎 nd
视神经萎缩 nd
泪囊炎 nd
房室传导阻滞 nd
小儿惊厥 nd
洁癖 nd
洁癖症 nd
热伤风 nd
主动脉夹层 nd
主动脉夹层分离 nd
壁间血肿 nd
主动脉夹层动脉瘤 nd
儿童睡眠障碍 nd
小儿结核病 nd
天花 nd
运动神经元病 nd
颈动脉狭窄 nd
高血压肾病 nd
高血压肾损害 nd
胆囊切除术后综合征 nd
胆囊摘除后遗症 nd
再发性胆道综合征 nd
脾功能亢进 nd
慢性疲劳综合症 nd
雅痞症 nd
慢性伯基特淋巴瘤病毒(EBV) nd
慢性类单核白血球增多症 nd
肾病 nd
锁骨骨折 nd
锁子骨伤 nd
淋巴管炎 nd
恶性黑色素瘤 nd
畸胎瘤 nd
霰粒肿 nd
睑板腺囊肿 nd
眼胞痰核 nd
胞睑肿核 nd
目疣 nd
慢性肺源性心脏病 nd
肺原性心脏病 nd
慢性肺心病 nd
慢性肺原性心脏病 nd
骨膜炎 nd
婴幼儿阴道炎 nd
单纯性肥胖 nd
肥胖症 nd
单纯性肥胖症 nd
肥胖病 nd
卵巢破裂 nd
卵泡破裂 nd
黄体破裂 nd
黄体囊肿破裂 nd
病毒性肺炎 nd
肺热症 nd
阿米巴性宫颈炎 nd
女性慢性淋病 nd
虫咬皮炎 nd
丘疹性荨麻疹 nd
肝脓肿 nd
痒疹 nd
小儿痒疹 nd
寻常痒疹 nd
结节性痒疹 nd
妊娠痒疹 nd
夏季痒疹 nd
马疥 nd
巩膜炎 nd
胆碱能性荨麻疹 nd
小丘疹状荨麻疹 nd
全身性热性荨麻疹 nd
维生素A缺乏病 nd
夜盲症 nd
蟾皮病 nd
蟾皮症 nd
维生素A缺乏症 nd
汗管瘤 nd
汗管囊瘤 nd
汗管囊肿腺瘤 nd
鼠疫 nd
鼠瘟 nd
圣罗克病 nd
圣罗克氏病 nd
圣西巴斯提恩病 nd
圣西巴斯提恩氏病 nd
睡眠呼吸暂停综合征 nd
睡眠呼吸暂停综合症 nd
睡眠无呼吸综合征 nd
单纯性外阴阴道念珠菌病 nd
单纯性白色假丝酵母菌外阴阴道炎 nd
单纯性假丝酵母菌外阴阴道炎 nd
手湿疹 nd
猝死 nd
CHD nd
心性猝死综合征 nd
肺水肿 nd
骨髓增生异常综合征 nd
MDS nd
单纯性甲状腺肿 nd
胆石症 nd
肝豆状核变性 nd
Wilson病 nd
威尔逊变性 nd
颤症 nd
肠结核 nd
肠痨 nd
麻风病 nd
麻风 nd
休克 nd
舌病 nd
地图舌 nd
裂纹舌 nd
毛舌 nd
正中菱舌 nd
痈 nd
喉炎 nd
男性生殖腺机能减退症 nd
踝关节扭伤 nd
水疱型脚气 nd
足缘部脚气 nd
新生儿惊厥 nd
位置性眩晕 nd
壶腹嵴顶耳石症 nd
漏斗胸 nd
胸壁内凹 nd
漏斗状胸 nd
结节病 nd
肉样瘤病 nd
Boeck肉样瘤 nd
Schaumann良性淋巴肉芽肿病 nd
Besnier冻疮样狼疮 nd
非性病性梅毒 nd
贝吉病 nd
地方性梅毒 nd
非性病梅毒 nd
咽鼓管阻塞 nd
新生儿溶血病 nd
母婴血型不合性溶血病 nd
同族免疫性溶血病 nd
先天性新生儿重症黄疸 nd
遗尿症 nd
尿床 nd
阴茎折断 nd
阴茎海绵体破裂 nd
贲门失弛缓症 nd
贲门弛缓不能 nd
贲门痉挛 nd
痢疾 nd
泌尿生殖系支原体感染 nd
泌尿生殖系统支原体感染 nd
风湿性多肌痛 nd
风湿性多发性肌痛 nd
风湿性多肌病 nd
心房颤动 nd
房颤 nd
心房纤维颤动 nd
亚硝酸盐中毒 nd
肠原性紫绀症 nd
乌嘴病 nd
慢性湿疹 nd
多发性肌炎 nd
乳腺囊性增生病 nd
慢性囊性乳腺病 nd
囊肿性脱皮性乳腺增生病 nd
纤维囊性乳腺病 nd
B疱疹病毒感染 nd
猴疱疹病毒I型 nd
心力衰竭 nd
先天性无阴道 nd
阴道畸形 nd
丛集性头痛 nd
偏头痛性神经痛 nd
组胺性头痛 nd
蝶腭神经痛等 nd
慢性阻塞性肺疾病 nd
慢阻肺 nd
COPD nd
肩关节周围炎 nd
冻肩 nd
冻结肩 nd
杜普累氏综合征 nd
杜普累综合征 nd
肩关节周炎 nd
肩周炎 nd
五十肩 nd
粘连性肩关节炎 nd
血栓闭塞性脉管炎 nd
衣原体感染症 nd
子宫破裂 nd
远视眼 nd
老花眼 nd
缺血性心肌病 nd
冠心病 nd
冠状动脉粥样硬化性心脏病 nd
胸痹(心痛) nd
心肌病 nd
婴儿肠痉挛 nd
小儿肠痉挛 nd
老年眩晕 nd
心气虚 nd
肩袖损伤 nd
回旋肌套损伤 nd
剥脱性角质松解症 nd
角层板状出汗不良 nd
手掌脱皮症 nd
汗疱症 nd
汗疹症 nd
结核性腹膜炎 nd
老年人慢性支气管炎 nd
老年慢性支气管炎 nd
预激综合征 nd
预激 nd
WPW综合征 nd
胎盘早剥 nd
胎盘的过早分离 nd
胎盘早期剥离 nd
胎盘早期脱离 nd
乳腺导管扩张症 nd
闭塞性乳腺炎 nd
粉刺性乳腺炎 nd
浆细胞性乳腺炎 nd
静脉扩张肿 nd
枕大神经痛 nd
神经炎 nd
小儿癫痫 nd
小儿癫痫症 nd
小儿羊痫疯 nd
角化型脚气 nd
皲裂脚气 nd
子宫发育异常 nd
子宫畸形 nd
周围神经炎 nd
妊娠合并糖尿病 nd
皮肤囊肿 nd
舌下腺囊肿 nd
蛤蟆肿 nd
高眼压症 nd
高眼压 nd
眼高压 nd
眼内高压 nd
心阴虚 nd
嗜睡症 nd
冬季瘙痒症 nd
阴道前壁膨出 nd
膀胱疝 nd
晕动病 nd
晕车 nd
晕船 nd
晕机 nd
晕动症 nd
肛门外伤 nd
前列腺囊肿 nd
髋关节脱位 nd
尿道下裂 nd
露阴癖 nd
阴部暴露症 nd
链球菌感染 nd
副鼻窦炎 nd
寒冷性荨麻疹 nd
肠道蛔虫 nd
蛔虫病 nd
淋巴水肿 nd
象皮肿 nd
淋巴管性水肿 nd
无名肿 nd
膝关节创伤性滑膜炎 nd
混合痔 nd
里外痔 nd
肾结核 nd
肾消耗病 nd
肾痨 nd
黄体囊肿 nd
卵巢黄体囊肿 nd
慢性单纯性咽炎 nd
慢性膀胱炎 nd
慢性上颌窦炎 nd
口吃 nd
胃窦炎 nd
根尖周病 nd
慢性根尖周炎 nd
急性根尖周炎 nd
牙根尖周炎 nd
慢性糜烂性胃炎 nd
疣状胃炎 nd
痘疹状胃炎 nd
非典型肺炎 nd
严重急性呼吸综合征 nd
SARS nd
毛囊角化病 nd
达里埃病 nd
口腔单纯性疱疹 nd
原发型疱疹性口炎 nd
慢性淋巴细胞性甲状腺炎 nd
桥本病 nd
桥本甲状腺炎 nd
自身免疫性甲状腺炎 nd
吸收不良综合征 nd
消化吸收不良综合征 nd
脾痿 nd
脾消 nd
原发性醛固酮增多症 nd
原醛症 nd
康恩综合征 nd
男性慢性淋病 nd
男性慢性淋菌性尿道炎 nd
缺血缺氧性脑病 nd
非霍奇金淋巴瘤 nd
非何杰金淋巴瘤 nd
非霍奇金恶性淋巴肿瘤 nd
睡眠障碍 nd
基底细胞癌 nd
基底细胞上皮瘤 nd
基癌 nd
基底上皮细胞癌 nd
基底样细胞瘤 nd
侵蚀性溃疡 nd
基底细胞瘤 nd
头面部基底细胞癌 nd
盘状红斑狼疮 nd
肝肿瘤 nd
肝脏肿瘤 nd
慢性肾小球肾炎 nd
慢性肾小球性肾炎 nd
慢性肾炎 nd
石水 nd
臂丛神经损伤 nd
臂丛损伤 nd
恙虫病 nd
丛林斑疹伤寒 nd
沙虱热 nd
红河热 nd
洪水热 nd
沙螨皮炎 nd
血管损伤 nd
血管炎 nd
上肢血管损伤 nd
筋膜炎 nd
产后风 nd
月子病 nd
颈型颈椎病 nd
慢性筛窦炎 nd
天疱疮 nd
咽扁桃体肥大 nd
腺样体肥大 nd
人工性荨麻疹 nd
皮肤划痕症 nd
急性脊髓炎 nd
急性横贯性脊髓炎 nd
静脉血栓形成 nd
静脉血栓 nd
慢性心力衰竭 nd
慢性充血性心力衰竭 nd
急性浅表性包皮龟头炎 nd
急性浅表性龟头炎 nd
慢性额窦炎 nd
牙龈炎 nd
跟骨骨折 nd
新生儿颅内出血 nd
新生儿颅内出血症 nd
肾血管性高血压 nd
肾性高血压 nd
肠道菌群失调症 nd
第三腰椎横突综合征 nd
骨关节病 nd
成人痒疹 nd
臂丛神经痛 nd
库欣综合征 nd
皮质醇增多症 nd
柯兴氏综合征 nd
体癣 nd
牙髓病 nd
牙髓炎 nd
牙髓坏死 nd
牙髓退变 nd
肠套叠 nd
带下病 nd
女性生殖系统炎症 nd
慢性输卵管卵巢炎 nd
慢性输卵管炎 nd
慢性卵巢炎 nd
表皮囊肿 nd
表皮样囊肿 nd
脑内表皮样囊肿 nd
脑内上皮样瘤 nd
脑内珍珠瘤 nd
脑内真性胆脂瘤 nd
慢性干燥性鼻炎 nd
热射病 nd
重症中暑 nd
干眼 nd
干眼病 nd
干眼症 nd
结膜干燥症 nd
维生素B2缺乏病 nd
核黄素缺乏病 nd
维生素B2缺乏症 nd
核黄素缺乏症 nd
慢性附睾炎 nd
排卵期出血 nd
寒湿困脾 nd
脱水 nd
空调病 nd
暑热感冒 nd
热感冒 nd
脑鸣 nd
男性急性淋病 nd
男性急性淋菌性尿道炎 nd
慢性溃疡性结肠炎 nd
大瘕泄 nd
下肢静脉血栓形成 nd
下肢静脉血栓 nd
老年人糖尿病 nd
角膜病 nd
黑眼珠 nd
小儿急性阑尾炎 nd
小儿盲肠炎 nd
儿童急性阑尾炎 nd
常年性鼻炎 nd
不安腿综合征 nd
不安腿综合症 nd
不宁腿综合征 nd
多动腿综合征 nd
肌性焦热 nd
腿风 nd
腿部神经过敏症 nd
无力性脚感觉异常症 nd
关节脱位 nd
脱臼 nd
肺脓肿 nd
咽异感症 nd
梅核气 nd
毒性弥漫性甲状腺肿 nd
Graves病 nd
Basedow病 nd
小儿细菌性痢疾 nd
小儿杆菌痢疾 nd
小儿杆菌性痢疾 nd
小儿急性痢疾 nd
小儿慢性痢疾 nd
宫颈白斑 nd
子宫颈白斑 nd
肺部良性肿瘤 nd
肺良性肿瘤 nd
颈椎间盘突出症 nd
恐艾症 nd
艾滋病恐惧症 nd
阴性艾滋病 nd
扩张型心肌病 nd
充血性心肌病 nd
心肌病 nd
心肌桥 nd
壁冠状动脉 nd
壁内冠状动脉 nd
心肌隧道 nd
牙齿感觉过敏症 nd
过敏性牙本质 nd
牙本质过敏 nd
流行性乙型脑炎 nd
日本脑炎 nd
乙脑 nd
暑温 nd
暑瘟 nd
慢性化脓性中耳炎 nd
脓耳 nd
耵聍栓塞 nd
药疹 nd
胆总管结石 nd
输卵管积水 nd
乳头炎和乳晕炎 nd
乳头风 nd
狼疮性肾炎 nd
LN nd
成人呼吸窘迫综合征 nd
ARDS nd
老年人前列腺增生症 nd
老年前列腺增生症 nd
老年人良性前列腺肥大 nd
老年人良性前列腺增生 nd
老年人良性前列腺增生症 nd
老年人前列腺增生 nd
腮腺混合瘤 nd
发作性睡病 nd
发作性睡眠四联症 nd
昏睡病 nd
嗜眠发作 nd
咽部异物 nd
十二指肠炎 nd
钩虫病 nd
钩虫感染 nd
钩口线虫病 nd
懒黄病 nd
下肢动脉硬化闭塞症 nd
下肢动脉硬化栓塞 nd
下肢动脉硬化高血压 nd
不稳定型心绞痛 nd
不稳定心绞痛 nd
睑缘炎 nd
烂眼边 nd
眠弦赤烂 nd
老年人高血压 nd
肝火眩晕 nd
腰部慢性劳损 nd
细菌性前列腺炎 nd
卵巢巧克力囊肿破裂 nd
卵巢子宫内膜异位囊肿破裂 nd
女性急性淋病 nd
主动脉瓣关闭不全 nd
巨幼细胞性贫血 nd
恶性贫血 nd
巨幼红细胞性贫血 nd
巨幼贫 nd
巨幼细胞贫血 nd
Bazin硬红斑 nd
腓发 nd
驴眼疮 nd
颈淋巴结结核 nd
瘰疠 nd
新生儿窒息 nd
草迷 nd
初生不啼 nd
闷气生 nd
梦生 nd
新生儿呼吸暂停症 nd
婴儿假死症 nd
甲状腺功能正常的甲状腺肿... nd
小儿肥胖 nd
小儿单纯性肥胖症 nd
戊型病毒性肝炎 nd
戊肝 nd
血虚头痛 nd
血管性头痛 nd
妊娠期内胆汁淤积症 nd
妊娠性肝内胆汁郁积 nd
乳糜尿 nd
乳糜尿症 nd
鼻前庭炎 nd
鼻前庭皮肤弥漫性炎症 nd
鼻疳 nd
血管炎 nd
骨盆骨折 nd
食管压迫型颈椎病 nd
吞咽困难型颈椎病 nd
扁桃体周围脓肿 nd
喉痈 nd
脓性蜂窝组织炎性咽峡炎 nd
椎间盘突出症 nd
脓包疮 nd
色素性荨麻疹 nd
单纯性乳腺增生症 nd
单纯性腺纤维瘤病 nd
乳痛症 nd
乳腺单纯性脱皮性上皮增生症 nd
流行性出血热 nd
出血性肾病肾炎 nd
朝鲜出血热 nd
先天性血管瘤 nd
单纯性血管瘤 nd
先天血管瘤 nd
草莓样血管瘤 nd
草莓状血管瘤 nd
海绵状血管瘤 nd
毛细血管扩张痣 nd
毛细血管瘤 nd
肠道息肉病 nd
肠息肉病 nd
小儿毛细支气管炎 nd
乳腺结核 nd
传染性湿疹样皮炎 nd
色素斑 nd
无排卵性不孕症 nd
急性糜烂性胃炎 nd
急性糜烂出血性胃炎 nd
急性胃黏膜病变 nd
出血糜烂性胃炎 nd
出血性胃炎 nd
急性胃溃疡 nd
应激性溃疡 nd
子宫内膜结核 nd
霍乱 nd
主动脉硬化 nd
脊柱炎 nd
肉瘤 nd
色素痣 nd
痣细胞痣 nd
黑素细胞痣 nd
痣细胞痣 nd
痣黑素细胞痣 nd
四环素牙 nd
瘫痪 nd
麻痹 nd
隐匿阴茎 nd
隐蔽型阴茎 nd
血管神经性水肿 nd
巨大荨麻疹 nd
血管性水肿 nd
风水 nd
颈动脉硬化 nd
痰饮 nd
出血热 nd
胎儿宫内窘迫 nd
胎儿窘迫 nd
一度房室传导阻滞 nd
房室传导延迟 nd
霍奇金淋巴瘤 nd
霍奇金病 nd
何杰金病 nd
淋巴网状细胞肉瘤 nd
破水 nd
胎膜早破 nd
尿道综合征 nd
尿道综合症 nd
无菌性尿频-排尿不适综合征 nd
症状性无菌尿 nd
苯中毒 nd
房间隔缺损 nd
肝吸虫病 nd
荨麻疹和血管性水肿 nd
风疹块 nd
血管神经性水肿 nd
慢性鼻窦炎 nd
慢性化脓性鼻窦炎 nd
毛滴虫病 nd
滴虫病 nd
膣炎 nd
膣炎症 nd
新生儿呕吐 nd
慢性单纯性鼻炎 nd
慢性鼻炎 nd
油漆皮炎 nd
胁痛 nd
萎缩侧索硬化 nd
肌萎缩性侧索硬化 nd
肌萎缩性脊髓侧索硬化 nd
运动神经元病 nd
宫颈上皮内瘤变 nd
宫颈上皮内瘤 nd
肺不张 nd
肺不张病 nd
肺膨胀不全 nd
肺陷落 nd
中心性浆液性脉络膜视网膜... nd
中浆病 nd
复发性中心性视网膜炎 nd
特发性中心性浆液性脉络膜炎 nd
睾丸损伤 nd
骨肿瘤 nd
原发性血小板增多症 nd
出血性血小板增多症 nd
原发性胆汁性肝硬化 nd
变应性口炎 nd
过敏性口炎 nd
慢性肺炎 nd
先天性喉喘鸣 nd
喉软骨软化 nd
股外侧皮神经炎 nd
Ⅰ型超敏反应性疾病 nd
多发性神经炎 nd
末梢神经炎 nd
多发性周围神经炎 nd
胃寒呕吐 nd
尿道狭窄 nd
胰腺囊肿 nd
口周皮炎 nd
鼻唇沟皮炎 nd
光感性皮脂溢出疹 nd
酒渣鼻样皮炎 nd
口周酒渣鼻 nd
口周脂溢性皮炎 nd
口周综合征 nd
脑胶质瘤 nd
脑胶质癌 nd
脑胶质细胞瘤 nd
腺性膀胱炎 nd
高血压性脑出血 nd
病毒性喉炎 nd
心虚 nd
心气虚 nd
心悸 nd
怔仲 nd
心肌病 nd
贫血 nd
衣原体尿路感染 nd
衣原体泌尿道感染 nd
泌尿及生殖道支原体感染 nd
脂溢性角化病 nd
基底细胞乳头状瘤 nd
老年疣 nd
皮脂溢性角化病 nd
基底细胞乳头瘤 nd
脂溢性疣 nd
慢性肥厚性鼻炎 nd
腔隙性脑梗死 nd
腔隙梗塞 nd
先天性白内障 nd
婴幼儿白内障 nd
毛状白斑 nd
尿道肉阜 nd
尿道肉芽肿 nd
尿道血管性息肉 nd
动脉导管未闭 nd
低血糖症 nd
下背部痛 nd
创伤性关节炎 nd
创伤后关节炎 nd
损伤性骨关节炎 nd
外伤性关节炎 nd
斜颈 nd
手足皲裂 nd
手足破裂 nd
皲裂伤口 nd
淋菌性咽炎 nd
人流后妇科病 nd
维生素B12缺乏所致贫血 nd
矽肺 nd
矽肺病 nd
硅肺 nd
肺石末沉着症 nd
硅肺病 nd
磨工病 nd
石末沉着病 nd
小儿急性胃炎 nd
结核性脑膜炎 nd
男性乳房肥大症 nd
梅尼埃病 nd
死胎 nd
胎死宫内 nd
腰椎椎管狭窄症 nd
腰椎狭窄 nd
椎管狭窄 nd
唇疱疹 nd
热疱疹 nd
斜视 nd
口腔黏膜白斑 nd
口白斑病 nd
口腔白斑 nd
口腔白斑症 nd
舌鱼鳞病 nd
吸烟者白斑 nd
乳腺腺病 nd
乳腺小叶硬化病 nd
乳腺硬化性腺病 nd
肛乳头炎 nd
脊髓空洞症 nd
黄水疮 nd
脓疱疮 nd
脓疱病 nd
接触传染性脓疱疮 nd
尺神经损伤 nd
老年男性性功能障碍 nd
手指屈肌腱鞘炎 nd
阴吹 nd
夏季皮炎 nd
神经纤维瘤 nd
神经膜瘤 nd
神经周围纤维瘤 nd
雪旺细胞瘤神经 nd
周围纤维母细胞瘤 nd
踝扭伤 nd
维生素C缺乏病 nd
坏血病 nd
抗坏血酸缺乏 nd
抗坏血酸缺乏病 nd
维生素C营养缺陷病 nd
青腿牙疳 nd
阴茎扭转 nd
痰热咳嗽 nd
结节性痒疹 nd
海德病 nd
牙隐裂 nd
不全牙裂 nd
牙微裂 nd
高血压脑病 nd
高血压性脑病 nd
厥头痛 nd
真头痛 nd
苯丙酮尿症 nd
苯丙氨酸羟化酶缺乏症 nd
苯酮尿症 nd
心脏神经症 nd
神经性循环衰竭 nd
神经血循环衰弱症 nd
心神经功能病 nd
心神经机能病 nd
心神经衰弱 nd
心脏神经官能症 nd
心脏神经机能病 nd
HIV相关呼吸道感染 nd
艾滋病毒相关呼吸道感染 nd
人类免疫缺陷病毒相关呼吸道感染 nd
过敏性休克 nd
风厥 nd
口腔粘膜病 nd
烟雾病 nd
Moyamoya病 nd
脑底异常血管网 nd
老茧 nd
胼胝 nd
�子 nd
脚垫 nd
孢子丝菌病 nd
侧孢病霉 nd
子宫炎 nd
颈部淋巴结转移癌 nd
肝炎后肝硬化 nd
射精功能障碍 nd
射精障碍 nd
咯血 nd
膝关节侧副韧带损伤 nd
分裂情感性精神病 nd
躁郁症 nd
重复阴茎 nd
双阴茎 nd
环状红斑 nd
多乳房 nd
多乳房畸形 nd
